18,2,Carol,Garcia,carol.garcia@sakilacustomer.org,22,true,2006-02-14,2013-05-26 14:49:45.738000,1
19,1,Ruth,Martinez,ruth.martinez@sakilacustomer.org,23,true,2006-02-14,2013-05-26 14:49:45.738000,1
20,2,Sharon,Robinson,sharon.robinson@sakilacustomer.org,24,true,2006-02-14,2013-05-26 14:49:45.738000,1
21,1,Michelle,Clark,michelle.clark@sakilacustomer.org,25,true,2006-02-14,2013-05-26 14:49:45.738000,1
22,1,Laura,Rodriguez,laura.rodriguez@sakilacustomer.org,26,true,2006-02-14,2013-05-26 14:49:45.738000,1
23,2,Sarah,Lewis,sarah.lewis@sakilacustomer.org,27,true,2006-02-14,2013-05-26 14:49:45.738000,1
24,2,Kimberly,Lee,kimberly.lee@sakilacustomer.org,28,true,2006-02-14,2013-05-26 14:49:45.738000,1
25,1,Deborah,Walker,deborah.walker@sakilacustomer.org,29,true,2006-02-14,2013-05-26 14:49:45.738000,1
26,2,Jessica,Hall,jessica.hall@sakilacustomer.org,30,true,2006-02-14,2013-05-26 14:49:45.738000,1
27,2,Shirley,Allen,shirley.allen@sakilacustomer.org,31,true,2006-02-14,2013-05-26 14:49:45.738000,1
28,1,Cynthia,Young,cynthia.young@sakilacustomer.org,32,true,2006-02-14,2013-05-26 14:49:45.738000,1
29,2,Angela,Hernandez,angela.hernandez@sakilacustomer.org,33,true,2006-02-14,2013-05-26 14:49:45.738000,1
30,1,Melissa,King,melissa.king@sakilacustomer.org,34,true,2006-02-14,2013-05-26 14:49:45.738000,1
31,2,Brenda,Wright,brenda.wright@sakilacustomer.org,35,true,2006-02-14,2013-05-26 14:49:45.738000,1
32,1,Amy,Lopez,amy.lopez@sakilacustomer.org,36,true,2006-02-14,2013-05-26 14:49:45.738000,1
33,2,Anna,Hill,anna.hill@sakilacustomer.org,37,true,2006-02-14,2013-05-26 14:49:45.738000,1
34,2,Rebecca,Scott,rebecca.scott@sakilacustomer.org,38,true,2006-02-14,2013-05-26 14:49:45.738000,1
35,2,Virginia,Green,virginia.green@sakilacustomer.org,39,true,2006-02-14,2013-05-26 14:49:45.738000,1
36,2,Kathleen,Adams,kathleen.adams@sakilacustomer.org,40,true,2006-02-14,2013-05-26 14:49:45.738000,1
37,1,Pamela,Baker,pamela.baker@sakilacustomer.org,41,true,2006-02-14,2013-05-26 14:49:45.738000,1
38,1,Martha,Gonzalez,martha.gonzalez@sakilacustomer.org,42,true,2006-02-14,2013-05-26 14:49:45.738000,1
39,1,Debra,Nelson,debra.nelson@sakilacustomer.org,43,true,2006-02-14,2013-05-26 14:49:45.738000,1
40,2,Amanda,Carter,amanda.carter@sakilacustomer.org,44,true,2006-02-14,2013-05-26 14:49:45.738000,1
41,1,Stephanie,Mitchell,stephanie.mitchell@sakilacustomer.org,45,true,2006-02-14,2013-05-26 14:49:45.738000,1
42,2,Carolyn,Perez,carolyn.perez@sakilacustomer.org,46,true,2006-02-14,2013-05-26 14:49:45.738000,1
43,2,Christine,Roberts,christine.roberts@sakilacustomer.org,47,true,2006-02-14,2013-05-26 14:49:45.738000,1
44,1,Marie,Turner,marie.turner@sakilacustomer.org,48,true,2006-02-14,2013-05-26 14:49:45.738000,1
45,1,Janet,Phillips,janet.phillips@sakilacustomer.org,49,true,2006-02-14,2013-05-26 14:49:45.738000,1
46,2,Catherine,Campbell,catherine.campbell@sakilacustomer.org,50,true,2006-02-14,2013-05-26 14:49:45.738000,1
47,1,Frances,Parker,frances.parker@sakilacustomer.org,51,true,2006-02-14,2013-05-26 14:49:45.738000,1
48,1,Ann,Evans,ann.evans@sakilacustomer.org,52,true,2006-02-14,2013-05-26 14:49:45.738000,1
49,2,Joyce,Edwards,joyce.edwards@sakilacustomer.org,53,true,2006-02-14,2013-05-26 14:49:45.738000,1
50,1,Diane,Collins,diane.collins@sakilacustomer.org,54,true,2006-02-14,2013-05-26 14:49:45.738000,1
51,1,Alice,Stewart,alice.stewart@sakilacustomer.org,55,true,2006-02-14,2013-05-26 14:49:45.738000,1
52,1,Julie,Sanchez,julie.sanchez@sakilacustomer.org,56,true,2006-02-14,2013-05-26 14:49:45.738000,1
53,1,Heather,Morris,heather.morris@sakilacustomer.org,57,true,2006-02-14,2013-05-26 14:49:45.738000,1
54,1,Teresa,Rogers,teresa.rogers@sakilacustomer.org,58,true,2006-02-14,2013-05-26 14:49:45.738000,1
55,2,Doris,Reed,doris.reed@sakilacustomer.org,59,true,2006-02-14,2013-05-26 14:49:45.738000,1
56,1,Gloria,Cook,gloria.cook@sakilacustomer.org,60,true,2006-02-14,2013-05-26 14:49:45.738000,1
57,2,Evelyn,Morgan,evelyn.morgan@sakilacustomer.org,61,true,2006-02-14,2013-05-26 14:49:45.738000,1
58,1,Jean,Bell,jean.bell@sakilacustomer.org,62,true,2006-02-14,2013-05-26 14:49:45.738000,1
59,1,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,63,true,2006-02-14,2013-05-26 14:49:45.738000,1
60,1,Mildred,Bailey,mildred.bailey@sakilacustomer.org,64,true,2006-02-14,2013-05-26 14:49:45.738000,1
61,2,Katherine,Rivera,katherine.rivera@sakilacustomer.org,65,true,2006-02-14,2013-05-26 14:49:45.738000,1
62,1,Joan,Cooper,joan.cooper@sakilacustomer.org,66,true,2006-02-14,2013-05-26 14:49:45.738000,1
63,1,Ashley,Richardson,ashley.richardson@sakilacustomer.org,67,true,2006-02-14,2013-05-26 14:49:45.738000,1
64,2,Judith,Cox,judith.cox@sakilacustomer.org,68,true,2006-02-14,2013-05-26 14:49:45.738000,0
65,2,Rose,Howard,rose.howard@sakilacustomer.org,69,true,2006-02-14,2013-05-26 14:49:45.738000,1
66,2,Janice,Ward,janice.ward@sakilacustomer.org,70,true,2006-02-14,2013-05-26 14:49:45.738000,1
67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71,true,2006-02-14,2013-05-26 14:49:45.738000,1
68,1,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72,true,2006-02-14,2013-05-26 14:49:45.738000,1
69,2,Judy,Gray,judy.gray@sakilacustomer.org,73,true,2006-02-14,2013-05-26 14:49:45.738000,1
70,2,Christina,Ramirez,christina.ramirez@sakilacustomer.org,74,true,2006-02-14,2013-05-26 14:49:45.738000,1
71,1,Kathy,James,kathy.james@sakilacustomer.org,75,true,2006-02-14,2013-05-26 14:49:45.738000,1
72,2,Theresa,Watson,theresa.watson@sakilacustomer.org,76,true,2006-02-14,2013-05-26 14:49:45.738000,1
73,2,Beverly,Brooks,beverly.brooks@sakilacustomer.org,77,true,2006-02-14,2013-05-26 14:49:45.738000,1
74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78,true,2006-02-14,2013-05-26 14:49:45.738000,1
75,2,Tammy,Sanders,tammy.sanders@sakilacustomer.org,79,true,2006-02-14,2013-05-26 14:49:45.738000,1
76,2,Irene,Price,irene.price@sakilacustomer.org,80,true,2006-02-14,2013-05-26 14:49:45.738000,1
77,2,Jane,Bennett,jane.bennett@sakilacustomer.org,81,true,2006-02-14,2013-05-26 14:49:45.738000,1
78,1,Lori,Wood,lori.wood@sakilacustomer.org,82,true,2006-02-14,2013-05-26 14:49:45.738000,1
79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83,true,2006-02-14,2013-05-26 14:49:45.738000,1
80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84,true,2006-02-14,2013-05-26 14:49:45.738000,1
81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85,true,2006-02-14,2013-05-26 14:49:45.738000,1
82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86,true,2006-02-14,2013-05-26 14:49:45.738000,1
83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87,true,2006-02-14,2013-05-26 14:49:45.738000,1
84,2,Sara,Perry,sara.perry@sakilacustomer.org,88,true,2006-02-14,2013-05-26 14:49:45.738000,1
85,2,Anne,Powell,anne.powell@sakilacustomer.org,89,true,2006-02-14,2013-05-26 14:49:45.738000,1
86,2,Jacqueline,Long,jacqueline.long@sakilacustomer.org,90,true,2006-02-14,2013-05-26 14:49:45.738000,1
87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91,true,2006-02-14,2013-05-26 14:49:45.738000,1
88,2,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,92,true,2006-02-14,2013-05-26 14:49:45.738000,1
89,1,Julia,Flores,julia.flores@sakilacustomer.org,93,true,2006-02-14,2013-05-26 14:49:45.738000,1
90,2,Ruby,Washington,ruby.washington@sakilacustomer.org,94,true,2006-02-14,2013-05-26 14:49:45.738000,1
91,2,Lois,Butler,lois.butler@sakilacustomer.org,95,true,2006-02-14,2013-05-26 14:49:45.738000,1
92,2,Tina,Simmons,tina.simmons@sakilacustomer.org,96,true,2006-02-14,2013-05-26 14:49:45.738000,1
93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97,true,2006-02-14,2013-05-26 14:49:45.738000,1
94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98,true,2006-02-14,2013-05-26 14:49:45.738000,1
95,2,Paula,Bryant,paula.bryant@sakilacustomer.org,99,true,2006-02-14,2013-05-26 14:49:45.738000,1
96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100,true,2006-02-14,2013-05-26 14:49:45.738000,1
97,2,Annie,Russell,annie.russell@sakilacustomer.org,101,true,2006-02-14,2013-05-26 14:49:45.738000,1
98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102,true,2006-02-14,2013-05-26 14:49:45.738000,1
99,2,Emily,Diaz,emily.diaz@sakilacustomer.org,103,true,2006-02-14,2013-05-26 14:49:45.738000,1
100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104,true,2006-02-14,2013-05-26 14:49:45.738000,1
101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105,true,2006-02-14,2013-05-26 14:49:45.738000,1
102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106,true,2006-02-14,2013-05-26 14:49:45.738000,1
103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107,true,2006-02-14,2013-05-26 14:49:45.738000,1
104,1,Rita,Graham,rita.graham@sakilacustomer.org,108,true,2006-02-14,2013-05-26 14:49:45.738000,1
105,1,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109,true,2006-02-14,2013-05-26 14:49:45.738000,1
106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110,true,2006-02-14,2013-05-26 14:49:45.738000,1
107,1,Florence,Woods,florence.woods@sakilacustomer.org,111,true,2006-02-14,2013-05-26 14:49:45.738000,1
108,1,Tracy,Cole,tracy.cole@sakilacustomer.org,112,true,2006-02-14,2013-05-26 14:49:45.738000,1
109,2,Edna,West,edna.west@sakilacustomer.org,113,true,2006-02-14,2013-05-26 14:49:45.738000,1
110,2,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,114,true,2006-02-14,2013-05-26 14:49:45.738000,1
111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,115,true,2006-02-14,2013-05-26 14:49:45.738000,1
112,2,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,116,true,2006-02-14,2013-05-26 14:49:45.738000,1
113,2,Cindy,Fisher,cindy.fisher@sakilacustomer.org,117,true,2006-02-14,2013-05-26 14:49:45.738000,1
114,2,Grace,Ellis,grace.ellis@sakilacustomer.org,118,true,2006-02-14,2013-05-26 14:49:45.738000,1
115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119,true,2006-02-14,2013-05-26 14:49:45.738000,1
116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120,true,2006-02-14,2013-05-26 14:49:45.738000,1
117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,true,2006-02-14,2013-05-26 14:49:45.738000,1
118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122,true,2006-02-14,2013-05-26 14:49:45.738000,1
119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123,true,2006-02-14,2013-05-26 14:49:45.738000,1
120,2,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,124,true,2006-02-14,2013-05-26 14:49:45.738000,1
121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,true,2006-02-14,2013-05-26 14:49:45.738000,1
122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126,true,2006-02-14,2013-05-26 14:49:45.738000,1
123,2,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127,true,2006-02-14,2013-05-26 14:49:45.738000,1
124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128,true,2006-02-14,2013-05-26 14:49:45.738000,0
125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129,true,2006-02-14,2013-05-26 14:49:45.738000,1
126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130,true,2006-02-14,2013-05-26 14:49:45.738000,1
127,2,Elaine,Stevens,elaine.stevens@sakilacustomer.org,131,true,2006-02-14,2013-05-26 14:49:45.738000,1
128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132,true,2006-02-14,2013-05-26 14:49:45.738000,1
129,1,Carrie,Porter,carrie.porter@sakilacustomer.org,133,true,2006-02-14,2013-05-26 14:49:45.738000,1
130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134,true,2006-02-14,2013-05-26 14:49:45.738000,1
131,2,Monica,Hicks,monica.hicks@sakilacustomer.org,135,true,2006-02-14,2013-05-26 14:49:45.738000,1
132,2,Esther,Crawford,esther.crawford@sakilacustomer.org,136,true,2006-02-14,2013-05-26 14:49:45.738000,1
133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137,true,2006-02-14,2013-05-26 14:49:45.738000,1
134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138,true,2006-02-14,2013-05-26 14:49:45.738000,1
135,2,Juanita,Mason,juanita.mason@sakilacustomer.org,139,true,2006-02-14,2013-05-26 14:49:45.738000,1
136,2,Anita,Morales,anita.morales@sakilacustomer.org,140,true,2006-02-14,2013-05-26 14:49:45.738000,1
137,2,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,141,true,2006-02-14,2013-05-26 14:49:45.738000,1
138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142,true,2006-02-14,2013-05-26 14:49:45.738000,1
139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143,true,2006-02-14,2013-05-26 14:49:45.738000,1
140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144,true,2006-02-14,2013-05-26 14:49:45.738000,1
141,1,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145,true,2006-02-14,2013-05-26 14:49:45.738000,1
142,1,April,Burns,april.burns@sakilacustomer.org,146,true,2006-02-14,2013-05-26 14:49:45.738000,1
143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147,true,2006-02-14,2013-05-26 14:49:45.738000,1
144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148,true,2006-02-14,2013-05-26 14:49:45.738000,1
145,1,Lucille,Holmes,lucille.holmes@sakilacustomer.org,149,true,2006-02-14,2013-05-26 14:49:45.738000,1
146,1,Jamie,Rice,jamie.rice@sakilacustomer.org,150,true,2006-02-14,2013-05-26 14:49:45.738000,1
147,2,Joanne,Robertson,joanne.robertson@sakilacustomer.org,151,true,2006-02-14,2013-05-26 14:49:45.738000,1
148,1,Eleanor,Hunt,eleanor.hunt@sakilacustomer.org,152,true,2006-02-14,2013-05-26 14:49:45.738000,1
149,1,Valerie,Black,valerie.black@sakilacustomer.org,153,true,2006-02-14,2013-05-26 14:49:45.738000,1
